"date","objID","Repeat","temp","site","nburrow","wsburrow","rcburrow","empty","otherburrow","aburrow","natburrow","time","grid","vegtype","vegstruct","bare","dragons","outside","adragon","ndragons","padragons"
2018-02-27,"JE4",1,20.7,"Jerra East",3,1,0,1,1,0,3,13.15,"outside","native pasture","3-5cm","2-5",0,0,0,0,0
2018-02-27,"JE1",1,19.6,"Jerra East",3,2,0,1,0,0,3,12.0333333333333,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-02-27,"JE6",1,21.2,"Jerra East",24,8,0,14,2,0,24,14.0166666666667,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-02-27,"JE7",1,22.3,"Jerra East",19,10,0,4,5,0,19,14.3833333333333,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-02-27,"JE8",1,22.9,"Jerra East",26,11,0,8,7,0,26,14.8333333333333,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-02-27,"JE5",1,20.9,"Jerra East",28,16,1,10,1,0,28,13.4166666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-02-27,"JE2",1,20.3,"Jerra East",2,0,0,2,0,0,2,12.5833333333333,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-02-27,"JE3",1,20.1,"Jerra East",4,1,0,2,1,0,4,12.8333333333333,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-02-28,"JE40",1,23,"Jerra East",3,1,0,2,0,0,3,11.5666666666667,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-02-28,"JE36",1,29.7,"Jerra East",8,1,0,6,1,0,8,15.45,"outside","NTG","3-5cm",">30%",0,0,0,0,0
2018-02-28,"JE21",1,28.4,"Jerra East",8,0,0,2,0,6,2,14.3,"inside","NTG","3-5cm","16-30",0,0,0,0,0
2018-02-28,"JE48",1,27.8,"Jerra East",5,3,0,0,2,0,5,13.55,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE24",1,28.3,"Jerra East",10,0,0,2,2,6,4,13.7833333333333,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE43",1,19.8,"Jerra East",7,6,0,1,0,0,7,10.8333333333333,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-02-28,"JE37",1,29,"Jerra East",13,2,0,6,5,0,13,15.2333333333333,"outside","NTG","<3cm","6-15",0,0,0,0,0
2018-02-28,"JE41",1,28.5,"Jerra East",1,0,0,1,0,0,1,14.7666666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-02-28,"JE23",1,28.7,"Jerra East",9,1,0,4,0,4,5,13.9333333333333,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE42",1,22.6,"Jerra East",5,0,0,4,1,0,5,11.2833333333333,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE31",1,29.5,"Jerra East",3,1,0,2,0,0,3,15.6166666666667,"outside","native pasture","5-10cm",">30%",0,0,0,0,0
2018-02-28,"JE38",1,29.2,"Jerra East",5,2,0,3,0,0,5,14.9833333333333,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-02-28,"JE39",1,25.5,"Jerra East",2,0,0,2,0,0,2,12.1166666666667,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-02-28,"JE47",1,15.5,"Jerra East",22,11,1,5,5,0,22,10.3333333333333,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE44",1,28.5,"Jerra East",10,0,0,9,1,0,10,14.5166666666667,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-02-28,"JE22",1,28.2,"Jerra East",10,2,0,3,0,5,5,14.1666666666667,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-01,"JE12",1,25.6,"Jerra East",23,7,0,7,9,0,23,14.85,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-01,"JE15",1,26.8,"Jerra East",22,13,0,8,1,0,22,16.6333333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-01,"JE17",1,26.3,"Jerra East",17,3,0,6,8,0,17,17.1,"outside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-01,"JE9",1,25,"Jerra East",19,8,0,8,3,0,19,14.1166666666667,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-01,"JE11",1,26.4,"Jerra East",29,9,0,9,9,0,29,17.3666666666667,"outside","native pasture","5-10cm","16-30",2,0,0,2,1
2018-03-01,"JE13",1,25.7,"Jerra East",10,9,0,1,0,0,10,15.5333333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-01,"JE14",1,25.9,"Jerra East",18,9,0,6,1,2,16,15.2,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-01,"JE16",1,26,"Jerra East",11,5,0,5,1,0,11,16.8666666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-01,"JE10",1,25.3,"Jerra East",11,2,0,5,4,0,11,14.4,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-02,"JE33",1,22.4,"Jerra East",7,1,0,3,3,0,7,13.2666666666667,"outside","native pasture","<3cm","16-30",0,0,0,0,0
2018-03-02,"JE50",1,24,"Jerra East",22,3,0,9,4,5,17,16.9833333333333,"inside","NTG","5-10cm","16-30",1,0,0,1,1
2018-03-02,"JE34",1,21.2,"Jerra East",7,2,0,3,2,0,7,13.0666666666667,"outside","native pasture","3-5cm","16-30",0,0,0,0,0
2018-03-02,"JE27",1,24.3,"Jerra East",4,2,0,2,0,0,4,14.3166666666667,"outside","native pasture","3-5cm","2-5",0,0,0,0,0
2018-03-02,"JE28",1,23.2,"Jerra East",6,1,0,4,1,0,6,14.45,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-02,"JE45",1,24.3,"Jerra East",17,4,0,1,7,5,12,16.3666666666667,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-02,"JE26",1,22.7,"Jerra East",14,3,0,8,3,0,14,13.8166666666667,"outside","native pasture","3-5cm","16-30",0,0,0,0,0
2018-03-02,"JE49",1,24.6,"Jerra East",22,5,0,6,8,3,19,16.5333333333333,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-02,"JE35",1,22.4,"Jerra East",5,0,0,4,1,0,5,12.9,"outside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-02,"JE29",1,23,"Jerra East",8,3,0,4,1,0,8,14.65,"outside","native pasture","<3cm","2-5",0,0,0,0,0
2018-03-02,"JE30",1,24.1,"Jerra East",4,1,0,3,0,0,4,14.8,"outside","native pasture","3-5cm","2-5",0,0,0,0,0
2018-03-02,"JE25",1,23.1,"Jerra East",2,1,0,1,0,0,2,14.0666666666667,"outside","NTG","3-5cm","16-30",0,0,0,0,0
2018-03-02,"JE32",1,21.1,"Jerra East",9,1,0,5,3,0,9,12.7166666666667,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-03-02,"JE46",1,24.1,"Jerra East",14,3,0,3,3,5,9,16.7333333333333,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-04,"Ck107",1,27.1,"Cookanalla",8,0,0,4,0,4,4,14.7166666666667,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-04,"JE19",1,24.8,"Jerra East",4,1,0,1,2,0,4,11.6166666666667,"outside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-04,"Ck108",1,27.2,"Cookanalla",8,0,0,3,1,4,4,14.8833333333333,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-04,"Ck101",1,26.7,"Cookanalla",6,0,0,0,1,5,1,13.7333333333333,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-04,"Ck105",1,27,"Cookanalla",8,1,0,2,0,5,3,14.4166666666667,"inside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-04,"Ck106",1,27,"Cookanalla",7,1,0,2,0,4,3,14.5666666666667,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-04,"JE20",1,25,"Jerra East",10,4,0,5,1,0,10,11.8,"outside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-04,"Ck102",1,26.7,"Cookanalla",6,0,0,0,0,6,0,13.8333333333333,"inside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-04,"Ck104",1,26.7,"Cookanalla",8,0,0,3,0,5,3,14.1666666666667,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-04,"Ck103",1,26.6,"Cookanalla",8,1,0,2,0,5,3,14.0166666666667,"inside","NTG","5-10cm","6-15",0,0,1,1,1
2018-03-04,"JE18",1,25.1,"Jerra East",10,2,0,8,0,0,10,12.1833333333333,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-05,"Ck1",1,21.2,"Cookanalla",3,1,0,2,0,0,3,12.85,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-05,"Ck10",1,21.9,"Cookanalla",4,1,0,3,0,0,4,13.3166666666667,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-05,"Ck2",1,21,"Cookanalla",3,0,0,3,0,0,3,12.6666666666667,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-05,"Ck7",1,21,"Cookanalla",2,0,0,1,1,0,2,12.4333333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-05,"Ck3",1,21,"Cookanalla",8,0,0,8,0,0,8,13.0666666666667,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-05,"Ck48",1,22.4,"Cookanalla",1,0,0,1,0,0,1,13.6,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-05,"Ck11",1,20.7,"Cookanalla",5,1,0,3,1,0,5,12.1666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-07,"Ck29",1,20.2,"Cookanalla",0,0,0,0,0,0,0,12.8666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-07,"Ck33",1,19.5,"Cookanalla",3,2,0,1,0,0,3,12.2666666666667,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-07,"Ck28",1,21,"Cookanalla",0,0,0,0,0,0,0,13.0833333333333,"outside","native pasture","10-15cm","<1",0,0,0,0,0
2018-03-07,"Ck35",1,18.6,"Cookanalla",0,0,0,0,0,0,0,11.4833333333333,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-07,"Ck30",1,20.5,"Cookanalla",2,0,0,2,0,0,2,12.7166666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-07,"Ck21",1,21.8,"Cookanalla",0,0,0,0,0,0,0,14.3,"outside","native pasture",">15cm","6-15",0,0,0,0,0
2018-03-07,"Ck41",1,22.3,"Cookanalla",1,0,0,1,0,0,1,16.55,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-07,"Ck24",1,21.2,"Cookanalla",1,0,0,1,0,0,1,13.7666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-07,"Ck31",1,22.4,"Cookanalla",7,1,0,6,0,0,7,14.4333333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-07,"Ck39",1,21.9,"Cookanalla",0,0,0,0,0,0,0,16.85,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-07,"Ck22",1,20.6,"Cookanalla",7,3,0,4,0,0,7,14.1,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-07,"Ck34",1,20.4,"Cookanalla",5,2,0,2,1,0,5,12.4166666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-07,"Ck27",1,21.4,"Cookanalla",0,0,0,0,0,0,0,13.6166666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-07,"Ck32",1,19.5,"Cookanalla",0,0,0,0,0,0,0,12.0833333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-07,"Ck40",1,22.3,"Cookanalla",0,0,0,0,0,0,0,16.6833333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-07,"Ck23",1,21,"Cookanalla",0,0,0,0,0,0,0,13.9333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-07,"Ck43",1,18.4,"Cookanalla",2,1,0,1,0,0,2,11.15,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-07,"Ck36",1,18.8,"Cookanalla",1,1,0,0,0,0,1,11.3,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-07,"Ck38",1,18.8,"Cookanalla",0,0,0,0,0,0,0,11.75,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-07,"Ck49",1,17.5,"Cookanalla",1,0,0,0,1,0,1,10.8166666666667,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-07,"Ck50",1,17.5,"Cookanalla",6,2,0,4,0,0,6,11,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-07,"Ck42",1,21.9,"Cookanalla",0,0,0,0,0,0,0,17.1333333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-07,"Ck46",1,22.1,"Cookanalla",0,0,0,0,0,0,0,17.3166666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-07,"Ck47",1,22.3,"Cookanalla",1,0,0,0,1,0,1,16.4166666666667,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-07,"Ck37",1,21,"Cookanalla",1,0,0,1,0,0,1,17,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-08,"JE46",2,25.1,"Jerra East",8,1,0,2,0,5,3,16.5833333333333,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-08,"Ck16",1,20.8,"Cookanalla",0,0,0,0,0,0,0,12.0666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-08,"Ck6",1,18.2,"Cookanalla",3,0,0,3,0,0,3,10.7166666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-08,"Ck12",1,16.8,"Cookanalla",0,0,0,0,0,0,0,10.2166666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-08,"Ck15",1,20.2,"Cookanalla",0,0,0,0,0,0,0,11.7333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-08,"Ck13",1,17.9,"Cookanalla",0,0,0,0,0,0,0,10.5333333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-08,"Ck19",1,20.1,"Cookanalla",0,0,0,0,0,0,0,11.4166666666667,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-08,"JE50",2,23.7,"Jerra East",34,4,0,20,4,5,29,14.7333333333333,"inside","NTG","5-10cm","16-30",1,0,0,1,1
2018-03-08,"Ck20",1,20.6,"Cookanalla",2,0,0,1,1,0,2,12.3333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-08,"Ck14",1,19.2,"Cookanalla",1,0,0,0,1,0,1,10.9666666666667,"outside","native pasture",">15cm","16-30",0,0,0,0,0
2018-03-08,"Ck17",1,20.5,"Cookanalla",0,0,0,0,0,0,0,11.5666666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-08,"JE48",2,24.5,"Jerra East",3,1,0,1,1,0,3,16.9166666666667,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-08,"Ck18",1,19.5,"Cookanalla",2,1,0,0,1,0,2,11.1666666666667,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-08,"JE47",2,24.2,"Jerra East",4,0,0,2,2,0,4,17.15,"outside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-08,"JE49",2,24.7,"Jerra East",17,1,0,3,7,6,11,16.0333333333333,"inside","NTG","5-10cm","16-30",0,2,0,2,1
2018-03-08,"JE45",2,24.6,"Jerra East",11,1,0,2,3,5,6,15.6833333333333,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-09,"Ck7",2,25.6,"Cookanalla",1,1,0,0,0,0,1,16.0666666666667,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-09,"Ck1",2,24.8,"Cookanalla",3,1,0,2,0,0,3,14.95,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-09,"Ck103",2,20.7,"Cookanalla",6,0,0,1,0,5,1,11.8166666666667,"inside","NTG","5-10cm","6-15",0,0,1,1,1
2018-03-09,"Ck104",2,21.1,"Cookanalla",8,0,0,2,1,5,3,12.0666666666667,"inside","NTG","5-10cm","16-30",0,0,0,0,0
2018-03-09,"Ck3",2,24.3,"Cookanalla",5,0,0,4,1,0,5,13.9166666666667,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-09,"Ck48",2,18.5,"Cookanalla",0,0,0,0,0,0,0,10.7,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-09,"Ck2",2,24.1,"Cookanalla",6,0,0,6,0,0,6,14.1666666666667,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-09,"Ck6",2,25.7,"Cookanalla",5,0,0,2,1,2,3,15.85,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-09,"Ck107",2,23.4,"Cookanalla",9,0,0,5,0,4,5,13.0833333333333,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-09,"Ck102",2,20,"Cookanalla",9,0,0,0,3,6,3,11.5333333333333,"inside","NTG","<3cm",">30%",0,0,0,0,0
2018-03-09,"Ck47",2,25.2,"Cookanalla",0,0,0,0,0,0,0,16.3333333333333,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-09,"Ck105",2,23,"Cookanalla",8,0,0,2,1,5,3,13.3833333333333,"inside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-09,"Ck10",2,22.1,"Cookanalla",5,0,0,1,4,0,5,12.55,"outside","NTG","5-10cm",">30%",0,0,0,0,0
2018-03-09,"Ck108",2,22.1,"Cookanalla",7,0,0,1,2,4,3,12.8666666666667,"inside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-09,"Ck11",2,19.1,"Cookanalla",5,0,0,5,0,0,5,10.9666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-09,"Ck106",2,23.2,"Cookanalla",9,1,0,4,0,4,5,13.6166666666667,"inside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-09,"Ck101",2,19.8,"Cookanalla",5,0,0,0,0,5,0,11.2666666666667,"inside","NTG","3-5cm",">30%",0,0,0,0,0
2018-03-11,"Ck23",2,27.4,"Cookanalla",0,0,0,0,0,0,0,13.0666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-11,"Ck35",2,29,"Cookanalla",0,0,0,0,0,0,0,14.2166666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-11,"Ck30",2,27.6,"Cookanalla",0,0,0,0,0,0,0,13.55,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-11,"Ck14",2,30.9,"Cookanalla",1,0,0,1,0,0,1,17.1,"outside","native pasture",">15cm","16-30",0,0,0,0,0
2018-03-11,"Ck12",2,31.1,"Cookanalla",0,0,0,0,0,0,0,16.8666666666667,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-11,"Ck22",2,28,"Cookanalla",2,0,0,2,0,0,2,13.2,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-11,"Ck15",2,31.1,"Cookanalla",1,0,0,1,0,0,1,17.65,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-11,"Ck17",2,31.1,"Cookanalla",1,0,0,0,1,0,1,17.55,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-11,"Ck19",2,30.7,"Cookanalla",0,0,0,0,0,0,0,17.4333333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-11,"Ck24",2,27,"Cookanalla",1,1,0,0,0,0,1,12.8333333333333,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-11,"Ck34",2,30.3,"Cookanalla",3,3,0,0,0,0,3,15.1833333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-11,"Ck13",2,30.9,"Cookanalla",1,0,0,1,0,0,1,17,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-11,"Ck32",2,28.6,"Cookanalla",0,0,0,0,0,0,0,13.7333333333333,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-11,"Ck18",2,31,"Cookanalla",2,0,1,0,1,0,2,17.25,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-11,"Ck33",2,30.2,"Cookanalla",0,0,0,0,0,0,0,15.3833333333333,"outside","native pasture","5-10cm","16-30",0,0,0,0,0
2018-03-11,"Ck38",2,29,"Cookanalla",0,0,0,0,0,0,0,14.1,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
2018-03-11,"Ck37",2,30.2,"Cookanalla",0,0,0,0,0,0,0,14.9666666666667,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-12,"Ck31",2,26.8,"Cookanalla",5,0,0,5,0,0,5,13.7833333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-12,"Ck49",2,24.3,"Cookanalla",1,0,0,1,0,0,1,12.5166666666667,"outside","NTG","10-15cm","2-5",0,0,0,0,0
2018-03-12,"Ck43",2,24.8,"Cookanalla",0,0,0,0,0,0,0,12.8333333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-12,"Ck40",2,27.2,"Cookanalla",0,0,0,0,0,0,0,14.2666666666667,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-12,"Ck28",2,28.6,"Cookanalla",1,0,0,1,0,0,1,16.6,"outside","native pasture","10-15cm","<1",0,0,0,0,0
2018-03-12,"Ck36",2,25.2,"Cookanalla",2,0,0,1,1,0,2,13,"outside","native pasture","10-15cm","16-30",0,0,0,0,0
2018-03-12,"Ck46",2,24.5,"Cookanalla",1,1,0,0,0,0,1,12.35,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-12,"Ck39",2,26.4,"Cookanalla",0,0,0,0,0,0,0,13.6833333333333,"outside","native pasture",">15cm","<1",0,0,0,0,0
2018-03-12,"Ck29",2,28.6,"Cookanalla",0,0,0,0,0,0,0,16.4333333333333,"outside","native pasture","10-15cm","6-15",0,0,0,0,0
2018-03-12,"Ck50",2,24.7,"Cookanalla",2,0,0,1,1,0,2,12.65,"outside","NTG","10-15cm","6-15",0,0,0,0,0
2018-03-12,"Ck16",2,27.5,"Cookanalla",0,0,0,0,0,0,0,14.5666666666667,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-12,"Ck20",2,27.4,"Cookanalla",3,1,0,1,1,0,3,14.1,"outside","native pasture","10-15cm","2-5",0,0,0,0,0
2018-03-12,"Ck41",2,28.5,"Cookanalla",1,0,0,1,0,0,1,14.7833333333333,"outside","native pasture","5-10cm","2-5",0,0,0,0,0
2018-03-12,"Ck42",2,28.2,"Cookanalla",0,0,0,0,0,0,0,14.9333333333333,"outside","native pasture",">15cm","2-5",0,0,0,0,0
2018-03-12,"Ck27",2,27.9,"Cookanalla",2,0,0,1,1,0,2,16.25,"outside","native pasture","5-10cm","6-15",0,0,0,0,0
2018-03-12,"Ck21",2,26.7,"Cookanalla",0,0,0,0,0,0,0,13.9166666666667,"outside","native pasture",">15cm","6-15",0,0,0,0,0
2018-03-14,"JE40",2,26.2,"Jerra East",3,1,0,2,0,0,3,17.15,"outside","native pasture","3-5cm",">30%",0,0,0,0,0
2018-03-14,"JE27",2,22.3,"Jerra East",2,1,0,1,0,0,2,12.8666666666667,"outside","native pasture","3-5cm","2-5",0,0,0,0,0
2018-03-14,"JE26",2,20.8,"Jerra East",2,1,0,0,1,0,2,12.5333333333333,"outside","native pasture","3-5cm","16-30",0,0,0,0,0
2018-03-14,"JE33",2,26.3,"Jerra East",5,1,0,4,0,0,5,16.05,"outside","native pasture","<3cm","16-30",0,0,0,0,0
2018-03-14,"JE34",2,26.4,"Jerra East",5,0,0,3,2,0,5,16.25,"outside","native pasture","3-5cm","16-30",0,0,0,0,0
2018-03-14,"JE20",2,20.3,"Jerra East",4,0,0,4,0,0,4,12,"outside","NTG","5-10cm","2-5",0,0,0,0,0
2018-03-14,"JE19",2,20.5,"Jerra East",7,0,0,4,3,0,7,11.65,"outside","NTG","5-10cm","6-15",0,0,0,0,0
2018-03-14,"JE38",2,25.4,"Jerra East",0,0,0,0,0,0,0,17.5,"outside","native pasture","3-5cm","6-15",0,0,0,0,0
